Graph,COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),Cumulative COVID-19 cases (n),Cumulative COVID-19 cases (n),Cumulative COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),"COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)",Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Hospitalized cases (n),Hospitalized cases (n),COVID-19 attributed deaths (n),ICU capacity used (%),ICU capacity used (%),ICU capacity used (%),ICU bed capacity (n),ICU bed capacity (n),Non-ICU capacity used (%),Non-ICU capacity used (%),Non-ICU capacity used (%),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),Test volume for COVID-19 (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),COVID-19 vaccine doses (n),COVID-19 vaccine doses (n),COVID-19 vaccine doses administered (n),COVID-19 vaccine doses administered,COVID-19 vaccine doses administered,COVID-19 vaccine doses administered,COVID-19 vaccine doses administered,Vaccine coverage (%),Vaccine coverage (%),Vaccine coverage (%)
Line,Died,Recovered,Active,Total,Unknown exposure,Travel,Known exposure,Probable,Confirmed,80+ years,60-79 years,5-11 years,30-59 years,20-29 years,12-19 years,0-4 years,80+ years,60-79 years,5-11 years,30-59 years,20-29 years,12-19 years,0-4 years,Second dose after 14 days,Third dose within 14 days,Third dose after 14 days,Unvaccinated,First dose within 14 days,First dose after 14 days,Second dose within 14 days,Second dose after 14 days,Third dose within 14 days,Unvaccinated,First dose within 14 days,First dose after 14 days,Second dose within 14 days,Third dose after 14 days,Non ICU,ICU,COVID-19 attributed deaths (n),Unoccupied ICU bed,non-COVID occupied ICU bed,COVID occupied ICU bed,Current total ICU beds,Baseline ICU beds,Unoccupied non-ICU bed,non-COVID occupied non-ICU bed,COVID occupied non-ICU bed,Unknown,South Zone,North Zone,Edmonton Zone,Central Zone,Calgary Zone,Test volume for COVID-19 (n),Omicron,Kappa,Gamma,Delta,Beta,Alpha,Calgary,Banff,Airdrie,Red Deer,Lacombe,Fort Saskatchewan,Edmonton,Grande Prairie,Fort McMurray,Taber,Medicine Hat,Lethbridge,Brooks,Strathmore,Okotoks,High River,Canmore,Cold Lake,doses received,doses administered,COVID-19 vaccine doses administered (n),dose 4,dose 3,dose 2,dose 1,% of population with 3 doses,% of population with 2 doses,% of population with 1 dose
2021-03-21,1966.0,134146.0,6132.0,142244.0,56095.0,4057.0,78315.0,2.0,453.0,6.0,52.0,49.0,262.0,105.0,80.0,31.0,4.0,7.14,12.57,13.86,17.71,19.29,11.57,0.0,0.0,0.0,209.0,18.0,7.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,234.0,46.0,4.0,20.65,57.75,21.6,213.0,173.0,6.57000000000001,89.36,4.07,4.0,7551.0,13315.0,55714.0,11080.0,54580.0,7559.0,0.0,0.0,5.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537845.0,519409.0,7196.0,0.0,0.0,115.0,7081.0,0.0,2.3,9.5
2021-03-22,1970.0,134564.0,6192.0,142726.0,56185.0,4069.0,78688.0,5.0,477.0,6.0,54.0,51.0,263.0,109.0,79.0,30.0,3.86,7.43,13.29,13.86,18.29,18.86,11.14,0.0,0.0,0.0,212.0,21.0,6.0,0.0,0.0,0.0,50.0,1.0,1.0,0.0,0.0,239.0,52.0,4.0,19.25,56.34,24.41,213.0,173.0,4.48,91.36,4.16,4.0,7612.0,13354.0,55794.0,11116.0,54846.0,7349.0,0.0,0.0,6.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537845.0,535071.0,15662.0,0.0,0.0,390.0,15272.0,0.0,2.3,9.8
2021-03-23,1972.0,134947.0,6482.0,143401.0,56317.0,4092.0,79191.0,7.0,668.0,5.0,56.0,53.0,275.0,115.0,79.0,29.0,3.43,7.71,13.71,14.43,19.14,19.0,10.86,0.0,0.0,0.0,211.0,21.0,6.0,0.0,0.0,0.0,49.0,1.0,1.0,0.0,0.0,238.0,51.0,2.0,15.03,61.03,23.94,213.0,173.0,2.97,92.89,4.14,4.0,7656.0,13459.0,55962.0,11163.0,55157.0,12853.0,0.0,0.0,10.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664205.0,551242.0,16171.0,0.0,0.0,742.0,15429.0,0.0,2.3,10.1
2021-03-24,1974.0,135405.0,6775.0,144154.0,56463.0,4119.0,79748.0,8.0,745.0,6.0,57.0,55.0,281.0,114.0,84.0,30.0,3.86,7.86,14.14,14.71,19.0,20.0,11.14,0.0,0.0,0.0,206.0,23.0,7.0,0.0,0.0,0.0,51.0,2.0,1.0,0.0,0.0,236.0,54.0,2.0,22.54,52.11,25.35,213.0,173.0,3.15000000000001,92.75,4.1,4.0,7730.0,13561.0,56097.0,11262.0,55500.0,14075.0,0.0,1.0,4.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679415.0,571189.0,19947.0,0.0,0.0,822.0,19125.0,0.0,2.3,10.6
2021-03-25,1980.0,135874.0,7010.0,144864.0,56587.0,4141.0,80297.0,11.0,699.0,6.0,59.0,55.0,284.0,116.0,88.0,30.0,4.29,8.14,14.29,14.86,19.43,21.0,11.0,0.0,0.0,0.0,197.0,22.0,6.0,0.0,0.0,0.0,55.0,1.0,1.0,0.0,0.0,225.0,57.0,6.0,22.07,51.17,26.76,213.0,173.0,2.87,93.22,3.91,4.0,7810.0,13641.0,56229.0,11332.0,55848.0,13346.0,0.0,0.0,7.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700215.0,599540.0,28351.0,0.0,0.0,835.0,27516.0,0.0,2.4,11.2
2021-03-26,1984.0,136259.0,7291.0,145534.0,56702.0,4157.0,80823.0,22.0,648.0,7.0,58.0,55.0,296.0,121.0,92.0,29.0,5.0,8.0,14.14,15.43,20.29,21.86,10.86,0.0,0.0,0.0,190.0,20.0,5.0,0.0,0.0,0.0,61.0,3.0,1.0,0.0,0.0,215.0,65.0,4.0,17.37,52.11,30.52,213.0,173.0,4.24000000000001,92.02,3.74,4.0,7876.0,13723.0,56382.0,11387.0,56162.0,11533.0,0.0,0.0,12.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707915.0,622918.0,23378.0,0.0,0.0,760.0,22618.0,0.0,2.4,11.7
2021-03-27,1984.0,136566.0,7620.0,146170.0,56798.0,4178.0,81332.0,9.0,627.0,7.0,59.0,54.0,311.0,128.0,99.0,29.0,5.14,8.14,14.0,16.29,21.57,23.71,10.71,0.0,0.0,0.0,189.0,20.0,4.0,0.0,0.0,0.0,59.0,3.0,0.0,0.0,0.0,213.0,62.0,0.0,17.84,53.05,29.11,213.0,173.0,7.11999999999999,89.18,3.7,4.0,7937.0,13790.0,56554.0,11443.0,56442.0,11985.0,0.0,0.0,8.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707915.0,638067.0,15149.0,0.0,0.0,1068.0,14081.0,0.0,2.4,12.0
2021-03-28,1987.0,136884.0,7841.0,146712.0,56892.0,4192.0,81755.0,5.0,537.0,8.0,62.0,54.0,319.0,135.0,102.0,26.0,5.43,8.43,14.0,16.86,22.71,24.29,9.57,0.0,0.0,0.0,198.0,21.0,5.0,0.0,0.0,0.0,58.0,3.0,0.0,0.0,0.0,224.0,61.0,3.0,21.59,49.77,28.64,213.0,173.0,8.16999999999999,87.93,3.9,4.0,7984.0,13852.0,56650.0,11489.0,56733.0,8377.0,0.0,0.0,8.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707915.0,649502.0,11435.0,0.0,0.0,1142.0,10293.0,0.0,2.4,12.3
2021-03-29,1989.0,137430.0,7913.0,147332.0,57016.0,4224.0,82205.0,8.0,612.0,8.0,65.0,56.0,343.0,149.0,109.0,29.0,5.57,8.71,14.43,18.14,25.0,26.14,10.43,0.0,0.0,0.0,214.0,21.0,4.0,0.0,0.0,0.0,53.0,3.0,0.0,0.0,0.0,239.0,56.0,2.0,16.9,56.81,26.29,213.0,173.0,5.56,90.28,4.16,4.0,8045.0,13937.0,56788.0,11549.0,57009.0,8101.0,0.0,0.0,5.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707915.0,666206.0,16704.0,0.0,0.0,2072.0,14632.0,0.0,2.5,12.6
2021-03-30,1992.0,137933.0,8298.0,148223.0,57213.0,4264.0,82847.0,7.0,884.0,10.0,68.0,59.0,365.0,159.0,119.0,33.0,6.86,9.29,15.0,19.43,26.86,28.57,12.0,0.0,0.0,0.0,209.0,18.0,3.0,0.0,0.0,0.0,57.0,4.0,0.0,0.0,0.0,230.0,61.0,3.0,16.43,54.93,28.64,213.0,173.0,4.17,91.83,4.0,4.0,8134.0,14068.0,57004.0,11626.0,57387.0,13761.0,0.0,0.0,16.0,0.0,1.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833105.0,686636.0,20430.0,0.0,0.0,2205.0,18225.0,0.0,2.5,13.0
2021-03-31,1995.0,138514.0,8591.0,149100.0,57426.0,4283.0,83475.0,10.0,867.0,9.0,66.0,62.0,388.0,169.0,125.0,37.0,6.29,9.0,15.86,20.71,28.43,29.86,13.71,0.0,0.0,0.0,201.0,19.0,5.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,225.0,58.0,3.0,21.6,51.17,27.23,213.0,173.0,4.99000000000001,91.1,3.91,4.0,8205.0,14199.0,57191.0,11710.0,57791.0,13644.0,0.0,0.0,21.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848315.0,709981.0,23345.0,0.0,0.0,2886.0,20459.0,0.0,2.6,13.5
2021-04-01,1996.0,139058.0,9117.0,150171.0,57640.0,4323.0,84266.0,4.0,1067.0,9.0,68.0,66.0,412.0,177.0,129.0,41.0,6.57,9.29,16.86,22.0,29.86,30.86,15.14,0.0,0.0,0.0,199.0,20.0,7.0,0.0,0.0,0.0,55.0,5.0,1.0,0.0,0.0,226.0,61.0,1.0,22.02,50.0,27.98,218.0,173.0,6.77,89.3,3.93,4.0,8280.0,14372.0,57440.0,11786.0,58289.0,13292.0,0.0,0.0,25.0,1.0,1.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023715.0,737973.0,27992.0,0.0,0.0,3982.0,24010.0,0.0,2.7,14.0
2021-04-02,1996.0,139620.0,9614.0,151230.0,57843.0,4355.0,85071.0,21.0,1038.0,10.0,72.0,71.0,431.0,187.0,133.0,43.0,7.0,9.71,18.29,23.14,31.71,31.86,15.71,0.0,0.0,0.0,195.0,21.0,7.0,1.0,0.0,0.0,63.0,5.0,1.0,0.0,0.0,224.0,69.0,0.0,20.64,47.71,31.65,218.0,173.0,9.67999999999999,86.42,3.9,4.0,8345.0,14536.0,57678.0,11872.0,58795.0,12123.0,0.0,0.0,22.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023715.0,754731.0,16758.0,0.0,0.0,1563.0,15195.0,0.0,2.7,14.4
2021-04-03,1999.0,140073.0,10093.0,152165.0,58016.0,4388.0,85783.0,5.0,930.0,10.0,78.0,77.0,459.0,202.0,143.0,44.0,7.14,10.71,19.71,24.57,34.14,34.29,16.29,0.0,0.0,0.0,194.0,21.0,9.0,1.0,0.0,0.0,63.0,6.0,1.0,0.0,0.0,225.0,70.0,3.0,20.64,47.25,32.11,218.0,173.0,10.42,85.67,3.91,4.0,8402.0,14661.0,57905.0,11921.0,59272.0,11204.0,0.0,0.0,24.0,0.0,1.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037015.0,770717.0,15986.0,0.0,0.0,3306.0,12680.0,0.0,2.8,14.6
2021-04-04,2000.0,140561.0,10473.0,153034.0,58206.0,4419.0,86417.0,10.0,859.0,10.0,81.0,82.0,496.0,220.0,156.0,46.0,7.0,11.14,21.0,26.43,37.29,37.29,17.0,0.0,0.0,0.0,197.0,21.0,11.0,2.0,0.0,0.0,69.0,6.0,1.0,0.0,0.0,231.0,76.0,1.0,22.94,42.2,34.86,218.0,173.0,9.37,86.61,4.02,4.0,8477.0,14754.0,58089.0,12013.0,59697.0,9098.0,0.0,0.0,24.0,0.0,1.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037015.0,784161.0,13444.0,0.0,0.0,4022.0,9422.0,0.0,2.9,14.9
2021-04-05,2001.0,141264.0,10700.0,153965.0,58430.0,4470.0,87056.0,9.0,922.0,10.0,85.0,91.0,527.0,229.0,167.0,47.0,7.43,11.71,23.0,28.0,38.86,40.0,17.71,0.0,0.0,0.0,204.0,24.0,13.0,2.0,0.0,0.0,69.0,7.0,1.0,0.0,0.0,243.0,77.0,1.0,19.73,44.95,35.32,218.0,173.0,6.86999999999999,88.9,4.23,4.0,8525.0,14863.0,58325.0,12087.0,60161.0,9179.0,0.0,0.0,31.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078215.0,803318.0,19157.0,0.0,0.0,7312.0,11845.0,0.0,3.0,15.1
2021-04-06,2001.0,141958.0,11363.0,155322.0,58760.0,4520.0,88015.0,11.0,1346.0,10.0,87.0,93.0,541.0,234.0,176.0,49.0,6.71,11.86,23.71,28.71,39.71,42.14,18.14,0.0,0.0,0.0,207.0,24.0,12.0,2.0,0.0,0.0,69.0,8.0,1.0,0.0,0.0,245.0,78.0,0.0,18.35,45.87,35.78,218.0,173.0,4.83999999999999,90.9,4.26,4.0,8573.0,15084.0,58669.0,12215.0,60777.0,14095.0,0.0,0.0,38.0,0.0,1.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190575.0,830289.0,26971.0,0.0,0.0,10391.0,16580.0,0.0,3.3,15.5
2021-04-07,2004.0,142651.0,12078.0,156733.0,59068.0,4598.0,89010.0,5.0,1406.0,11.0,96.0,94.0,552.0,243.0,178.0,47.0,7.71,13.14,24.0,29.29,41.29,42.71,17.71,0.0,0.0,0.0,213.0,24.0,11.0,2.0,1.0,0.0,73.0,8.0,1.0,0.0,0.0,251.0,82.0,3.0,24.78,38.94,36.28,226.0,173.0,4.19999999999999,91.43,4.37,4.0,8697.0,15260.0,59053.0,12305.0,61414.0,15244.0,0.0,0.0,33.0,0.0,1.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208955.0,861539.0,31250.0,0.0,0.0,10426.0,20824.0,0.0,3.5,16.0
2021-04-08,2009.0,143320.0,12936.0,158265.0,59405.0,4669.0,90102.0,9.0,1523.0,11.0,96.0,95.0,567.0,250.0,186.0,49.0,7.71,13.14,24.43,30.14,42.29,44.43,18.43,0.0,0.0,0.0,221.0,24.0,12.0,1.0,1.0,0.0,74.0,7.0,2.0,0.0,0.0,259.0,83.0,5.0,18.58,44.69,36.73,226.0,173.0,4.51000000000001,90.99,4.5,4.0,8786.0,15453.0,59452.0,12467.0,62103.0,15655.0,0.0,0.0,47.0,1.0,3.0,878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208955.0,897361.0,35822.0,0.0,0.0,10584.0,25238.0,0.0,3.8,16.5
2021-04-09,2009.0,143976.0,13566.0,159551.0,59664.0,4719.0,91049.0,11.0,1275.0,11.0,100.0,98.0,571.0,251.0,189.0,51.0,7.71,13.71,25.0,30.29,42.43,45.14,19.29,0.0,0.0,0.0,229.0,27.0,17.0,2.0,1.0,0.0,74.0,9.0,2.0,0.0,0.0,276.0,85.0,0.0,19.03,43.36,37.61,226.0,173.0,6.38000000000001,88.82,4.8,4.0,8862.0,15647.0,59759.0,12600.0,62679.0,14406.0,0.0,0.0,38.0,1.0,3.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208955.0,934931.0,37570.0,0.0,0.0,9921.0,27649.0,0.0,4.0,17.2
2021-04-10,2012.0,144539.0,14169.0,160720.0,59922.0,4777.0,91884.0,7.0,1162.0,11.0,102.0,100.0,583.0,246.0,187.0,52.0,7.86,13.86,25.43,31.0,41.57,44.71,19.57,0.0,0.0,0.0,241.0,25.0,22.0,2.0,1.0,0.0,81.0,9.0,1.0,0.0,0.0,291.0,91.0,3.0,25.22,34.51,40.27,226.0,173.0,9.08,85.86,5.06,4.0,8911.0,15786.0,60082.0,12737.0,63200.0,14919.0,0.0,1.0,44.0,0.0,2.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208955.0,959901.0,24970.0,0.0,0.0,7827.0,17143.0,0.0,4.2,17.6
2021-04-11,2017.0,145107.0,14689.0,161813.0,60166.0,4817.0,92665.0,2.0,1091.0,11.0,106.0,102.0,599.0,248.0,193.0,56.0,7.43,14.43,26.14,31.86,41.71,46.14,20.86,0.0,0.0,0.0,247.0,31.0,21.0,2.0,1.0,0.0,79.0,12.0,2.0,0.0,0.0,302.0,93.0,5.0,24.34,34.51,41.15,226.0,173.0,9.34,85.41,5.25,4.0,8974.0,15952.0,60343.0,12847.0,63693.0,12328.0,0.0,0.0,35.0,1.0,4.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208955.0,978067.0,18166.0,0.0,0.0,6646.0,11520.0,0.0,4.3,17.8
2021-04-12,2020.0,145944.0,14899.0,162863.0,60379.0,4892.0,93404.0,2.0,1048.0,10.0,108.0,100.0,607.0,250.0,194.0,56.0,7.0,14.57,25.57,32.29,42.14,46.43,21.0,0.0,0.0,0.0,260.0,29.0,22.0,3.0,0.0,0.0,76.0,13.0,2.0,0.0,0.0,314.0,91.0,3.0,17.69,42.04,40.27,226.0,173.0,7.18000000000001,87.36,5.46,4.0,9031.0,16094.0,60593.0,12960.0,64181.0,11988.0,0.0,0.0,33.0,0.0,4.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208955.0,1019388.0,41321.0,0.0,0.0,8132.0,33189.0,0.0,4.5,18.6
2021-04-13,2024.0,146859.0,15407.0,164290.0,60728.0,4944.0,94403.0,14.0,1413.0,11.0,108.0,101.0,624.0,259.0,196.0,56.0,7.71,14.71,25.71,33.14,43.71,46.86,21.0,0.0,0.0,0.0,273.0,30.0,20.0,5.0,0.0,0.0,78.0,12.0,3.0,0.0,0.0,328.0,93.0,4.0,19.03,39.82,41.15,226.0,173.0,6.06999999999999,88.23,5.7,4.0,9085.0,16301.0,61009.0,13083.0,64808.0,15777.0,0.0,0.0,53.0,0.0,3.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354665.0,1052080.0,32692.0,0.0,0.0,7700.0,24992.0,0.0,4.7,19.1
2021-04-14,2028.0,147846.0,16061.0,165935.0,61085.0,5012.0,95593.0,19.0,1626.0,10.0,108.0,106.0,646.0,270.0,203.0,56.0,7.29,14.71,27.14,34.29,45.43,48.43,20.86,0.0,0.0,0.0,272.0,33.0,20.0,5.0,0.0,0.0,74.0,10.0,3.0,0.0,0.0,330.0,87.0,4.0,24.33,37.17,38.5,226.0,173.0,6.0,88.26,5.74,4.0,9184.0,16561.0,61458.0,13271.0,65457.0,17255.0,0.0,1.0,79.0,0.0,7.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449695.0,1092867.0,40787.0,0.0,0.0,9046.0,31741.0,0.0,4.9,19.9
2021-04-15,2030.0,148911.0,16599.0,167540.0,61520.0,5075.0,96676.0,12.0,1593.0,10.0,113.0,110.0,665.0,277.0,204.0,57.0,7.43,15.43,28.14,35.29,46.57,48.71,21.29,0.0,0.0,0.0,272.0,34.0,21.0,5.0,1.0,0.0,76.0,12.0,3.0,0.0,0.0,333.0,91.0,2.0,23.89,35.84,40.27,226.0,173.0,5.86,88.35,5.79,4.0,9235.0,16827.0,61898.0,13500.0,66076.0,16927.0,0.0,0.0,72.0,2.0,1.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456295.0,1132873.0,40006.0,0.0,0.0,8342.0,31664.0,0.0,5.1,20.6
2021-04-16,2032.0,149850.0,17159.0,169041.0,61860.0,5126.0,97754.0,11.0,1490.0,10.0,112.0,115.0,689.0,286.0,208.0,59.0,7.29,15.43,29.29,36.57,48.14,49.57,21.86,0.0,0.0,0.0,288.0,31.0,27.0,7.0,1.0,0.0,76.0,13.0,3.0,0.0,0.0,354.0,92.0,2.0,24.67,35.5,39.83,231.0,173.0,7.3,86.54,6.16,4.0,9302.0,17023.0,62302.0,13660.0,66750.0,16409.0,0.0,0.0,54.0,2.0,1.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456295.0,1173741.0,40868.0,0.0,0.0,9079.0,31789.0,0.0,5.3,21.3
2021-04-17,2035.0,150726.0,17751.0,170512.0,62163.0,5169.0,98855.0,12.0,1459.0,10.0,115.0,119.0,708.0,297.0,212.0,60.0,7.14,15.71,30.43,37.57,50.0,50.57,22.57,0.0,0.0,0.0,283.0,31.0,29.0,7.0,1.0,0.0,83.0,14.0,4.0,0.0,0.0,351.0,101.0,3.0,21.65,34.63,43.72,231.0,173.0,9.64,84.26,6.1,4.0,9356.0,17177.0,62691.0,13846.0,67438.0,15389.0,0.0,0.0,63.0,1.0,7.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456295.0,1199626.0,25885.0,0.0,0.0,7452.0,18433.0,0.0,5.4,21.7
2021-04-18,2038.0,151615.0,18216.0,171869.0,62449.0,5196.0,99879.0,22.0,1335.0,11.0,116.0,125.0,725.0,294.0,215.0,63.0,8.14,15.71,31.86,38.57,49.57,51.29,23.71,0.0,0.0,0.0,285.0,34.0,34.0,8.0,1.0,0.0,88.0,12.0,3.0,0.0,0.0,362.0,103.0,3.0,23.38,32.03,44.59,231.0,173.0,10.19,83.51,6.3,4.0,9436.0,17446.0,62999.0,13985.0,67999.0,12606.0,0.0,0.0,77.0,0.0,2.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456295.0,1217974.0,18348.0,0.0,0.0,5645.0,12703.0,0.0,5.6,22.0
2021-04-19,2040.0,152906.0,18269.0,173215.0,62756.0,5243.0,100853.0,8.0,1338.0,12.0,115.0,129.0,735.0,289.0,212.0,67.0,8.86,15.57,32.86,39.14,48.71,50.43,25.0,0.0,0.0,0.0,301.0,36.0,39.0,8.0,1.0,0.0,89.0,12.0,4.0,0.0,0.0,385.0,105.0,2.0,22.08,32.47,45.45,231.0,173.0,8.8,84.5,6.7,4.0,9524.0,17579.0,63366.0,14101.0,68641.0,13195.0,0.0,1.0,79.0,0.0,8.0,856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456295.0,1251083.0,33109.0,0.0,0.0,6176.0,26933.0,0.0,5.7,22.6
2021-04-20,2045.0,154216.0,18682.0,174943.0,63161.0,5292.0,102097.0,10.0,1718.0,11.0,117.0,132.0,739.0,287.0,206.0,67.0,7.71,15.71,33.71,39.43,48.43,49.14,25.29,0.0,0.0,0.0,308.0,36.0,41.0,8.0,2.0,0.0,95.0,14.0,5.0,0.0,0.0,395.0,114.0,5.0,17.72,34.18,48.1,237.0,173.0,6.81999999999999,86.31,6.87,4.0,9600.0,17787.0,63882.0,14253.0,69417.0,18454.0,0.0,0.0,103.0,1.0,7.0,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561595.0,1291653.0,40570.0,0.0,0.0,5574.0,34996.0,0.0,5.8,23.4
